Conv1, 50924, 64, 1, 3, 1, 22, 5, 7,2,0.1875,2,memory bound
Conv2_1a, 38800, 64, 1, 32, 2, 14, 4, 3,1,0.25,2,memory bound
Conv2_1b, 38800, 64, 1, 32, 2, 14, 4, 3,1,0.25,2,memory bound
Conv2_2a, 38800, 64, 1, 32, 2, 14, 4, 3,1,0.25,2,memory bound
Conv2_2b, 38800, 64, 1, 32, 2, 14, 4, 3,1,0.25,2,memory bound
Conv3_1a, 22160, 128, 1, 22, 3, 14, 2, 3,2,0.25,2,memory bound
Conv3_1b, 25208, 128, 1, 44, 3, 26, 1, 3,1,0.625,2,compute bound
Conv3_s, 17882, 128, 1, 32, 2, 15, 2, 1,2,0.1953125,2,memory bound
Conv3_2a, 25208, 128, 1, 44, 3, 26, 1, 3,1,0.625,2,compute bound
Conv3_2b, 25208, 128, 1, 44, 3, 26, 1, 3,1,0.625,2,compute bound
Conv4_1a, 22160, 128, 2, 26, 5, 14, 1, 3,2,0.25,2,memory bound
Conv4_1b, 38016, 64, 4, 16, 16, 12, 1, 3,1,0.1875,2,memory bound
Conv4_s, 12820, 256, 1, 64, 2, 9, 2, 1,2,0.19921875,2,memory bound
Conv4_2a, 38016, 64, 4, 16, 16, 12, 1, 3,1,0.1875,2,memory bound
Conv4_2b, 38016, 64, 4, 16, 16, 12, 1, 3,1,0.1875,2,memory bound
Conv5_1a, 74114, 32, 16, 16, 16, 7, 1, 3,2,0.1875,2,memory bound
Conv5_1b, 147794, 32, 16, 16, 32, 5, 1, 3,1,0.1875,2,memory bound
Conv5_s, 10240, 256, 2, 64, 4, 8, 1, 1,2,0.19921875,2,memory bound
Conv5_2a, 147794, 32, 16, 16, 32, 5, 1, 3,1,0.1875,2,memory bound
Conv5_2b, 147794, 32, 16, 16, 32, 5, 1, 3,1,0.1875,2,memory bound
FC, 32043, 40, 25, 16, 32, 1, 1, 1,1,0.2,2,memory bound
latency cycles: 1030597
latency: 4.8158738317757015 ms